trans_id,time,subtotal,tip,total
B880-9988,3:04 AM,,,
B591-4544,8:13 AM,,,
B802-8558,8:59 AM,,,
B944-8582,7:09 AM,,,
B877-9106,12:51 PM,,,
B848-1805,3:18 AM,,,
B679-5510,9:45 AM,,,
B398-8899,9:41 AM,,,
B664-8153,12:32 PM,,,
B644-2153,3:30 AM,,,
B020-6695,11:58 AM,,,
B442-0372,7:30 AM,,,
B919-3148,10:27 AM,,,
B317-8102,9:24 AM,,,
B389-9121,3:31 AM,,,
B845-0448,3:52 AM,,,
B687-3336,2:07 PM,,,
B147-1962,6:24 AM,,,
B992-3525,1:36 PM,,,
B459-4421,3:25 AM,,,
B740-3020,4:22 AM,,,
B910-7788,3:57 AM,,,
B970-9182,10:42 AM,,,
B763-5789,4:40 AM,,,
B519-7485,2:33 AM,,,
B889-2919,3:15 PM,,,
B746-5393,3:22 PM,,,
B967-4682,4:20 AM,,,
B962-8161,4:12 AM,,,
B290-2323,2:10 AM,,,
B371-3648,7:34 AM,,,
B792-4139,3:19 PM,,,
B376-5011,4:43 PM,,,
B580-3168,8:53 AM,,,
B897-2327,10:36 AM,,,
B488-9212,7:01 AM,,,
B613-5154,4:33 PM,,,
B213-6256,12:52 PM,,,
B472-2678,12:14 PM,,,
B607-6848,2:59 AM,,,
B801-6623,9:27 AM,,,
B303-9071,8:36 AM,,,
B574-6804,12:23 PM,,,
B848-5553,11:50 AM,,,
B203-8831,4:38 AM,,,
B672-0683,4:01 PM,,,
B315-6036,4:16 AM,,,
B316-5309,3:52 PM,,,
B452-6188,7:12 AM,,,
B630-2403,3:08 PM,,,
B043-1641,2:40 PM,,,
B919-8601,6:12 AM,,,
B543-0095,8:08 AM,,,
B680-8467,9:57 AM,,,
B201-6671,10:30 AM,,,
B564-6605,6:43 AM,,,
B890-2324,10:47 AM,,,
B546-7236,7:02 AM,,,
B153-2157,11:01 AM,,,
B209-4959,6:39 AM,,,
B816-7850,8:38 AM,,,
B921-1650,2:50 PM,,,
B826-9779,9:49 AM,,,
B662-5454,3:43 PM,,,
B539-9838,11:43 AM,,,
B097-2291,11:28 AM,,,
B976-1969,7:59 AM,,,
B501-3566,4:00 PM,,,
B386-7865,1:37 PM,,,
B969-3234,9:50 AM,,,
B382-7347,8:42 AM,,,
B728-9287,11:18 AM,,,
B693-5310,8:48 AM,,,
B152-3926,10:19 AM,,,
B928-9645,12:18 PM,,,
B910-7764,5:38 AM,,,
B538-7218,10:12 AM,,,
B123-2958,6:05 AM,,,
B754-9652,2:05 AM,,,
B737-7595,8:40 AM,,,
B535-7900,11:56 AM,,,
B908-4102,2:06 AM,,,
B525-1891,4:46 AM,,,
B800-0712,4:33 PM,,,
B188-7058,12:59 PM,,,
B395-8433,3:01 PM,,,
B996-5407,3:41 PM,,,
B928-9527,11:33 AM,,,
B024-7693,3:15 PM,,,
B799-4902,2:36 PM,,,
B214-4421,4:49 PM,,,
B309-7386,4:01 PM,,,
B613-1260,2:32 AM,,,
B517-8345,9:38 AM,,,
B698-8222,3:42 PM,,,
B690-7712,3:20 PM,,,
B183-1659,3:05 AM,,,
B977-6769,12:09 PM,,,
B290-5727,11:55 AM,,,
B499-1104,11:49 AM,,,
B362-8342,2:53 AM,,,
B142-0569,7:40 AM,,,
B857-5398,3:29 AM,,,
B214-8839,8:01 AM,,,
B642-8217,8:56 AM,,,
B720-3288,2:50 PM,,,
B347-7333,10:35 AM,,,
B146-7174,9:59 AM,,,
B312-1793,1:41 PM,,,
B534-7933,6:17 AM,,,
B087-5407,9:14 AM,,,
B600-3013,2:35 AM,,,
B286-8240,2:39 PM,,,
B881-6986,6:36 AM,,,
B049-1103,5:59 AM,,,
B431-6118,3:09 AM,,,
B240-7886,4:42 AM,,,
B251-3356,6:31 AM,,,
B673-9789,12:08 PM,,,
B723-7419,1:05 PM,,,
B994-4579,7:16 AM,,,
B271-9533,1:55 PM,,,
B116-9837,2:51 AM,,,
B806-7248,3:26 PM,,,
B005-5357,4:28 AM,,,
B333-1427,9:12 AM,,,
B157-9286,3:01 AM,,,
B251-0378,6:27 AM,,,
B267-8371,7:23 AM,,,
B381-9850,4:45 AM,,,
B656-8446,4:25 PM,,,
B168-4928,2:20 PM,,,
B513-3453,5:03 AM,,,
B530-4982,7:47 AM,,,
B941-2137,5:54 AM,,,
B392-2173,12:34 PM,,,
B341-5122,3:58 AM,,,
B908-0613,10:43 AM,,,
B588-8328,12:52 PM,,,
B941-9006,10:04 AM,,,
B986-3027,1:00 PM,,,
B770-9953,2:11 AM,,,
B828-6056,4:53 AM,,,
B477-1236,6:25 AM,,,
B952-6968,11:16 AM,,,
B478-6093,10:33 AM,,,
B551-5759,10:34 AM,,,
B186-0467,2:55 AM,,,
B203-9911,6:04 AM,,,
B996-9364,8:02 AM,,,
B719-7192,9:53 AM,,,
B685-2789,7:10 AM,,,
B620-7803,2:10 AM,,,
B287-8815,4:53 AM,,,
B354-9556,7:46 AM,,,
B483-7892,12:28 PM,,,
B318-1375,3:44 PM,,,
B995-9808,4:33 AM,,,
B759-1311,1:58 PM,,,
B410-8225,6:33 AM,,,
B297-6733,3:35 AM,,,
B902-9201,1:45 PM,,,
B887-4388,6:19 AM,,,
B992-9288,11:20 AM,,,
B644-6901,4:09 PM,,,
B374-4410,2:20 AM,,,
B961-0340,3:21 PM,,,
B733-7510,3:51 PM,,,
B356-4116,2:41 AM,,,
B326-4036,4:11 AM,,,
B102-1738,10:43 AM,,,
B839-1800,2:09 AM,,,
B542-0496,4:51 AM,,,
B841-8516,8:30 AM,,,
B419-9179,11:30 AM,,,
B723-1918,9:33 AM,,,
B254-5437,4:03 AM,,,
B349-4800,4:53 PM,,,
B652-2092,10:23 AM,,,
B613-1585,3:17 PM,,,
B461-1090,2:22 PM,,,
B060-5128,8:48 AM,,,
B299-1997,4:59 PM,,,
B152-4882,2:01 AM,,,
B286-5291,4:54 PM,,,
B737-9985,10:08 AM,,,
B049-5049,8:18 AM,,,
B441-9319,2:10 AM,,,
B853-4587,11:51 AM,,,
B135-5562,10:06 AM,,,
B484-1325,1:50 PM,,,
B779-4415,9:30 AM,,,
B437-5165,3:39 AM,,,
B175-0504,2:56 PM,,,
B598-8841,2:19 PM,,,
B485-2483,6:28 AM,,,
B543-6557,3:23 PM,,,
B826-5647,7:15 AM,,,
B206-1771,12:03 PM,,,
B506-6201,2:37 PM,,,
B751-7616,2:36 PM,,,
B748-9348,7:55 AM,,,
B556-9118,3:32 PM,,,
B490-9979,3:46 AM,,,
B363-9921,11:12 AM,,,
B558-1021,5:46 AM,,,
B315-0823,5:47 AM,,,
B824-7367,3:39 AM,,,
B688-3197,9:56 AM,,,
B395-2333,4:01 PM,,,
B277-8726,12:20 PM,,,
B371-5932,5:28 AM,,,
B006-1945,11:49 AM,,,
B216-0934,3:01 PM,,,
B966-0533,1:17 PM,,,
B587-6063,6:07 AM,,,
B112-5294,4:02 PM,,,
B206-9193,6:22 AM,,,
B793-1622,4:25 PM,,,
B355-9944,11:13 AM,,,
B374-8393,12:57 PM,,,
B245-7111,2:49 PM,,,
B019-4788,5:20 AM,,,
B875-7812,7:17 AM,,,
B522-0821,3:06 PM,,,
B946-7562,4:16 AM,,,
B470-0872,2:44 PM,,,
B527-4364,7:39 AM,,,
B294-0561,3:30 AM,,,
B010-2377,2:03 PM,,,
B351-3343,10:03 AM,,,
B047-8622,1:23 PM,,,
B441-9654,3:48 AM,,,
B176-7590,1:16 PM,,,
B171-8589,3:22 AM,,,
B539-9313,5:00 AM,,,
B398-8829,6:10 AM,,,
B256-5894,10:10 AM,,,
B566-7539,4:02 PM,,,
B430-5541,9:15 AM,,,
B102-0165,2:22 AM,,,
B414-6178,10:20 AM,,,
B549-1176,9:00 AM,,,
B988-0246,5:03 AM,,,
B352-4948,11:37 AM,,,
B066-3429,6:58 AM,,,
B268-7558,1:11 PM,,,
B244-9847,3:54 PM,,,
B445-2383,6:41 AM,,,
B611-7058,4:24 PM,,,
B905-7764,12:58 PM,,,
B279-1799,8:50 AM,,,
B616-8879,8:20 AM,,,
B426-1842,4:37 PM,,,
B992-2884,8:41 AM,,,
B568-4759,11:05 AM,,,
B606-7646,7:32 AM,,,
B241-8977,6:47 AM,,,
B489-5887,12:05 PM,,,
B804-0905,7:23 AM,,,
B926-3561,11:52 AM,,,
B192-2499,1:39 PM,,,
B817-8814,5:53 AM,,,
B967-2402,2:34 AM,,,
B147-4438,6:51 AM,,,
B980-2265,10:42 AM,,,
B132-2587,4:21 PM,,,
B432-9175,11:47 AM,,,
B856-4268,1:52 PM,,,
B004-4626,9:13 AM,,,
B895-2675,5:20 AM,,,
B793-6078,2:14 PM,,,
B322-6690,12:04 PM,,,
B104-1881,6:55 AM,,,
B825-2296,2:11 PM,,,
B575-8910,10:27 AM,,,
B456-8946,3:58 AM,,,
B195-9706,1:55 PM,,,
B889-4162,6:27 AM,,,
B182-6465,3:52 AM,,,
B768-0228,2:03 PM,,,
B163-9106,3:59 PM,,,
B864-3628,2:55 PM,,,
B477-3470,7:21 AM,,,
B639-8808,10:41 AM,,,
B849-0976,2:41 AM,,,
B952-8710,4:06 AM,,,
B618-5372,4:12 PM,,,
B468-1782,5:09 AM,,,
B363-5275,8:40 AM,,,
B727-5977,4:06 AM,,,
B526-8785,5:26 AM,,,
B985-4449,1:26 PM,,,
B222-6067,11:01 AM,,,
B799-8335,7:39 AM,,,
B713-4383,4:12 PM,,,
B787-3160,4:52 PM,,,
B355-4557,2:25 AM,,,
B703-9111,4:22 AM,,,
B787-6380,1:29 PM,,,
B229-9653,2:30 AM,,,
B764-8970,6:28 AM,,,
B982-8703,3:20 PM,,,
B158-0760,10:27 AM,,,
B263-4834,9:58 AM,,,
B081-0424,7:47 AM,,,
B382-2795,9:05 AM,,,
B832-3380,5:38 AM,,,
B750-2254,12:37 PM,,,
B098-6299,8:21 AM,,,
B030-3613,3:38 AM,,,
B027-3578,1:02 PM,,,
B178-7334,4:25 PM,,,
B109-5389,9:23 AM,,,
B880-5813,3:49 PM,,,
B657-0268,9:48 AM,,,
B996-3707,1:13 PM,,,
B586-0006,7:34 AM,,,
B020-3310,4:53 AM,,,
B273-0323,12:54 PM,,,
B794-8650,4:30 AM,,,
B728-8747,2:40 AM,,,
B940-4138,4:03 AM,,,
B122-5825,3:18 AM,,,
B220-5286,7:15 AM,,,
B980-6063,9:30 AM,,,
B269-5800,11:44 AM,,,
B461-2402,5:10 AM,,,
B144-7528,3:09 PM,,,
B811-5127,2:08 AM,,,
B627-0045,10:09 AM,,,
B026-4578,7:29 AM,,,
B988-0971,8:31 AM,,,
B404-5469,6:45 AM,,,
B384-3497,11:42 AM,,,
B442-2005,11:35 AM,,,
B733-4056,11:45 AM,,,
B025-8469,7:04 AM,,,
B472-4782,6:26 AM,,,
B747-1104,6:13 AM,,,
B337-9794,6:15 AM,,,
B718-8394,5:00 PM,,,
B323-8212,9:35 AM,,,
B421-9604,2:47 PM,,,
B860-0698,2:58 AM,,,
B924-7535,3:40 AM,,,
B478-3308,9:20 AM,,,
B889-3162,3:41 PM,,,
B446-7039,2:08 AM,,,
B947-5229,10:18 AM,,,
B086-8614,9:24 AM,,,
B936-1565,2:02 PM,,,
B178-9242,7:29 AM,,,
B928-3489,5:44 AM,,,
B730-1064,2:22 AM,,,
B447-3897,12:30 PM,,,
B887-7807,4:05 AM,,,
B951-0421,7:31 AM,,,
B688-4716,7:03 AM,,,
B797-1455,1:51 PM,,,
B614-1889,12:39 PM,,,
B680-6894,3:46 AM,,,
B466-1633,4:57 PM,,,
B145-7115,3:44 PM,,,
B923-9981,3:22 PM,,,
B674-1952,6:05 AM,,,
B567-8133,8:12 AM,,,
B485-9355,2:05 PM,,,
B686-1864,2:11 PM,,,
B337-1676,9:35 AM,,,
B487-9038,2:21 AM,,,
B627-2954,10:27 AM,,,
B806-1907,10:42 AM,,,
B229-3392,2:52 PM,,,
B422-8145,12:37 PM,,,
B806-3207,2:56 AM,,,
B925-0215,9:50 AM,,,
B845-6182,3:42 AM,,,
B118-5695,1:19 PM,,,
B037-6335,8:14 AM,,,
B618-6022,10:05 AM,,,
B924-3493,4:40 AM,,,
B654-5573,11:11 AM,,,
B618-0314,5:00 AM,,,
B457-2810,3:21 AM,,,
B989-9742,2:05 AM,,,
B861-4376,6:45 AM,,,
B215-0759,5:25 AM,,,
B614-8755,5:22 AM,,,
B061-0546,5:29 AM,,,
B209-3989,7:23 AM,,,
B529-2303,9:05 AM,,,
B033-9187,8:31 AM,,,
B627-8234,3:27 PM,,,
B838-3130,9:53 AM,,,
B756-4536,2:20 AM,,,
B128-9155,11:24 AM,,,
B741-0351,4:03 AM,,,
B317-0313,9:22 AM,,,
B068-8146,12:24 PM,,,
B980-0408,9:55 AM,,,
B206-6688,3:14 PM,,,
B522-9308,4:10 AM,,,
B613-5159,6:39 AM,,,
B625-0009,7:09 AM,,,
B589-6291,6:04 AM,,,
B602-0135,12:33 PM,,,
B431-1142,8:42 AM,,,
B759-5287,9:45 AM,,,
B033-6310,3:00 AM,,,
B830-5218,3:29 PM,,,
B700-5890,11:49 AM,,,
B330-2659,10:50 AM,,,
B053-7928,7:35 AM,,,
B816-7101,4:47 AM,,,
B267-0992,3:24 AM,,,
B062-2434,4:10 AM,,,
B650-6347,12:24 PM,,,
B849-2083,12:56 PM,,,
B127-1417,7:53 AM,,,
B849-8225,4:10 PM,,,
B231-0849,6:12 AM,,,
B023-5457,3:07 PM,,,
B776-3234,7:19 AM,,,
B997-0969,11:40 AM,,,
B032-8790,11:18 AM,,,
B571-8135,11:06 AM,,,
B976-8742,11:56 AM,,,
B740-1452,3:10 AM,,,
B358-2392,3:10 AM,,,
B314-4925,9:08 AM,,,
B680-1705,3:41 PM,,,
B722-0321,7:02 AM,,,
B676-4359,11:34 AM,,,
B490-6469,8:22 AM,,,
B478-8841,12:14 PM,,,
B045-0182,10:32 AM,,,
B158-9209,2:00 AM,,,
B703-9217,8:50 AM,,,
B213-8251,4:03 AM,,,
B838-4744,2:41 AM,,,
B847-4977,2:57 AM,,,
B389-7901,12:19 PM,,,
B434-3354,3:14 AM,,,
B007-4112,11:04 AM,,,
B727-7172,2:57 PM,,,
B768-5381,4:19 AM,,,
B408-7395,2:26 AM,,,
B784-3906,6:41 AM,,,
B339-3374,11:55 AM,,,
B599-7581,6:53 AM,,,
B582-6212,4:42 PM,,,
B327-0704,3:46 PM,,,
B260-8458,11:35 AM,,,
B158-3303,10:32 AM,,,
B379-6767,10:28 AM,,,
B184-8699,10:19 AM,,,
B377-7821,8:51 AM,,,
B073-7087,11:32 AM,,,
B345-0152,10:23 AM,,,
B127-6676,10:53 AM,,,
B437-4224,12:39 PM,,,
B494-2643,1:01 PM,,,
B203-9741,4:51 PM,,,
B847-5279,3:10 AM,,,
B149-1678,12:25 PM,,,
B130-0649,7:52 AM,,,
B536-5260,2:03 PM,,,
B014-4103,9:13 AM,,,
B232-9752,12:41 PM,,,
B716-6947,9:28 AM,,,
B497-0302,5:03 AM,,,
B135-0813,4:48 AM,,,
B234-6426,5:01 AM,,,
B879-0904,6:23 AM,,,
B383-5757,8:19 AM,,,
B234-5885,7:30 AM,,,
B566-3865,4:33 PM,,,
B134-0589,1:36 PM,,,
B776-8499,1:54 PM,,,
B769-2481,7:43 AM,,,
B527-2221,8:08 AM,,,
B284-8191,6:29 AM,,,
B705-2735,5:51 AM,,,
B954-4802,10:28 AM,,,
B934-7756,3:21 AM,,,
B866-1718,5:14 AM,,,
B167-7524,7:11 AM,,,
B620-0892,3:27 AM,,,
B771-6959,10:56 AM,,,
B913-9846,2:46 PM,,,
B741-5370,1:01 PM,,,
B978-2494,10:44 AM,,,
B732-2097,6:01 AM,,,
B284-3451,8:38 AM,,,
B105-5827,2:32 AM,,,
B702-0952,10:23 AM,,,
B112-6868,4:27 AM,,,
B668-8094,9:21 AM,,,
B446-3654,4:19 PM,,,
B820-7892,1:15 PM,,,
B421-8016,4:40 AM,,,
B065-6792,1:02 PM,,,
B037-4034,3:11 AM,,,
B142-7313,2:55 AM,,,
B226-7054,10:12 AM,,,
B122-9445,2:51 AM,,,
B406-3746,4:14 AM,,,
B920-9289,7:21 AM,,,
B021-9199,6:00 AM,,,
B703-7838,12:34 PM,,,
B632-2375,6:28 AM,,,
B724-7482,8:14 AM,,,
B396-3852,12:30 PM,,,
B807-6892,2:11 PM,,,
B155-0210,4:22 AM,,,
B211-2419,3:26 AM,,,
B916-9599,5:38 AM,,,
B444-4381,2:24 PM,,,
B934-0283,2:14 AM,,,
B069-5505,10:36 AM,,,
B570-1775,2:49 PM,,,
B138-1178,6:34 AM,,,
B637-4986,3:39 AM,,,
B530-9543,2:50 AM,,,
B074-0445,8:37 AM,,,
B268-5410,6:20 AM,,,
B137-5280,2:47 AM,,,
B539-9527,1:29 PM,,,
B815-5864,3:05 PM,,,
B020-6302,1:24 PM,,,
B652-6907,6:45 AM,,,
B363-8297,1:12 PM,,,
B206-8264,3:55 PM,,,
B262-4686,10:25 AM,,,
B671-4027,3:14 PM,,,
B987-9507,9:41 AM,,,
B422-7510,3:34 PM,,,
B790-4047,4:40 AM,,,
B002-3224,10:56 AM,,,
B417-4849,2:03 AM,,,
B434-8278,3:27 PM,,,
B243-2080,7:24 AM,,,
B770-1166,3:32 PM,,,
B016-1054,4:35 AM,,,
B587-0258,8:55 AM,,,
B343-0478,2:14 PM,,,
B158-9589,9:36 AM,,,
B922-0624,1:26 PM,,,
B250-5248,4:36 AM,,,
B817-8480,8:37 AM,,,
B748-8522,10:27 AM,,,
B630-6174,10:31 AM,,,
B442-8366,2:22 PM,,,
B157-9207,8:51 AM,,,
B980-4728,7:33 AM,,,
B418-2909,4:05 PM,,,
B371-3625,4:25 AM,,,
B287-3219,11:56 AM,,,
B358-3641,11:51 AM,,,
B475-7077,4:15 AM,,,
B223-7345,7:50 AM,,,
B924-3138,4:08 PM,,,
B024-5690,4:39 PM,,,
B035-1866,8:09 AM,,,
B356-5523,3:30 AM,,,
B046-9262,6:00 AM,,,
B117-2458,8:44 AM,,,
B181-2615,7:10 AM,,,
B395-2174,10:38 AM,,,
B476-8707,12:10 PM,,,
B008-9563,7:13 AM,,,
B178-7762,12:04 PM,,,
B709-6534,3:47 AM,,,
B179-9910,5:06 AM,,,
B459-6113,3:28 AM,,,
B024-5074,9:11 AM,,,
B660-1125,4:00 PM,,,
B303-3111,1:14 PM,,,
B507-9850,4:42 AM,,,
B932-7477,11:46 AM,,,
B511-0903,9:39 AM,,,
B943-4361,4:09 PM,,,
B200-1071,9:24 AM,,,
B979-9067,11:29 AM,,,
B930-5434,2:15 PM,,,
B302-7652,2:35 PM,,,
B344-4033,7:24 AM,,,
B926-2757,3:32 PM,,,
B959-3905,10:13 AM,,,
B461-3840,2:17 PM,,,
B084-4986,3:29 AM,,,
B677-2628,3:45 AM,,,
B672-8093,7:56 AM,,,
B455-1961,2:18 AM,,,
B160-5669,6:56 AM,,,
B571-0158,9:34 AM,,,
B906-9035,2:48 PM,,,
B581-4243,3:05 AM,,,
B630-2525,6:28 AM,,,
B827-1885,9:30 AM,,,
B245-1038,7:25 AM,,,
B533-8977,7:28 AM,,,
B273-8918,1:28 PM,,,
B064-5295,3:34 PM,,,
B515-3372,3:57 PM,,,
B792-5268,9:01 AM,,,
B227-8656,7:31 AM,,,
B657-4041,2:57 AM,,,
B905-8627,3:24 PM,,,
B973-7568,11:25 AM,,,
B117-8035,5:19 AM,,,
B806-1928,9:21 AM,,,
B832-5825,6:20 AM,,,
B447-2175,3:48 PM,,,
B389-9776,4:39 AM,,,
B816-6683,1:32 PM,,,
B550-2891,1:53 PM,,,
B100-6298,10:29 AM,,,
B051-7691,8:54 AM,,,
B046-4997,10:06 AM,,,
B739-8036,6:08 AM,,,
B353-9866,10:28 AM,,,
B335-0009,11:15 AM,,,
B243-7442,10:56 AM,,,
B354-4565,7:00 AM,,,
B290-6200,4:13 AM,,,
B432-5410,9:02 AM,,,
B228-4555,4:43 PM,,,
B742-9661,4:08 PM,,,
B728-3530,10:23 AM,,,
B568-3122,7:01 AM,,,
B628-0882,11:20 AM,,,
B493-9177,3:23 PM,,,
B073-5870,9:44 AM,,,
B039-4084,12:20 PM,,,
B418-7902,3:16 AM,,,
B687-5903,4:04 PM,,,
B083-8040,6:12 AM,,,
B907-9470,3:18 AM,,,
B475-6736,9:43 AM,,,
B580-5569,3:09 PM,,,
B309-4180,6:53 AM,,,
B236-4958,3:44 PM,,,
B411-3255,10:13 AM,,,
B747-5439,6:24 AM,,,
B132-4958,3:00 AM,,,
B492-9956,7:58 AM,,,
B320-8433,12:34 PM,,,
B206-8756,8:30 AM,,,
B165-9121,1:42 PM,,,
B430-3841,3:01 PM,,,
B076-9629,2:27 AM,,,
B024-8210,8:13 AM,,,
B454-0617,12:27 PM,,,
B476-7143,10:03 AM,,,
B983-4706,4:28 PM,,,
B603-5065,10:55 AM,,,
B556-3658,3:57 AM,,,
B324-7018,2:46 PM,,,
B732-4368,11:54 AM,,,
B126-7155,4:28 PM,,,
B228-5278,7:20 AM,,,
B529-5717,4:08 PM,,,
B324-5706,8:51 AM,,,
B101-4420,2:41 AM,,,
B648-4604,2:49 PM,,,
B918-9669,4:11 AM,,,
B699-0123,4:23 AM,,,
B173-7600,7:57 AM,,,
B275-7971,6:01 AM,,,
B525-5193,4:16 PM,,,
B890-5410,6:04 AM,,,
B624-2661,11:47 AM,,,
B949-9818,5:08 AM,,,
B229-8003,2:31 PM,,,
B439-1806,4:34 PM,,,
B822-6361,2:22 AM,,,
B775-2429,4:16 AM,,,
B345-0925,3:43 PM,,,
B065-6394,10:59 AM,,,
B983-9260,6:57 AM,,,
B567-8432,2:32 AM,,,
B634-7656,11:55 AM,,,
B053-4356,11:41 AM,,,
B563-8936,2:01 PM,,,
B670-1296,4:30 PM,,,
B197-0092,5:04 AM,,,
B141-8235,11:56 AM,,,
B614-5663,3:51 AM,,,
B634-7007,4:02 AM,,,
B661-8790,10:12 AM,,,
B007-7421,2:49 PM,,,
B555-4069,6:44 AM,,,
B400-1395,5:25 AM,,,
B966-5199,10:14 AM,,,
B831-2132,8:31 AM,,,
B346-4696,2:07 PM,,,
B260-9253,5:24 AM,,,
B863-9147,4:21 PM,,,
B485-9073,7:51 AM,,,
B056-4390,12:44 PM,,,
B944-6950,11:49 AM,,,
B758-2586,2:32 AM,,,
B346-7090,2:11 AM,,,
B064-4172,1:38 PM,,,
B990-7635,1:29 PM,,,
B751-8517,7:20 AM,,,
B859-3789,2:48 PM,,,
B550-0732,1:19 PM,,,
B470-9627,4:13 PM,,,
B460-6439,3:34 PM,,,
B216-5816,12:58 PM,,,
B903-8015,8:42 AM,,,
B388-1332,8:08 AM,,,
B743-9889,9:24 AM,,,
B637-0176,11:26 AM,,,
B110-6616,2:32 PM,,,
B456-9087,3:27 AM,,,
B021-6290,8:12 AM,,,
B015-8770,5:05 AM,,,
B874-8895,7:32 AM,,,
B617-9300,6:02 AM,,,
B970-9650,6:15 AM,,,
B562-9854,3:01 PM,,,
B198-0982,3:40 PM,,,
B455-9380,9:43 AM,,,
B207-6958,3:48 PM,,,
B451-8863,6:43 AM,,,
B463-0641,4:31 AM,,,
B367-1431,12:03 PM,,,
B410-2281,11:12 AM,,,
B195-7648,2:14 AM,,,
B934-0172,2:32 AM,,,
B148-9479,1:16 PM,,,
B165-7974,4:11 PM,,,
B156-3987,9:37 AM,,,
B798-1138,4:46 AM,,,
B361-3711,4:19 AM,,,
B769-0175,5:47 AM,,,
B042-7966,9:02 AM,,,
B640-4070,9:01 AM,,,
B854-4106,8:54 AM,,,
B323-2145,8:39 AM,,,
B041-1083,4:06 PM,,,
B673-8435,7:40 AM,,,
B667-1070,2:30 PM,,,
B110-5322,2:36 PM,,,
B025-2817,9:05 AM,,,
B087-2493,1:24 PM,,,
B049-9372,2:35 PM,,,
B167-8905,4:28 AM,,,
B983-4741,4:41 PM,,,
B020-9514,3:01 AM,,,
B444-4595,8:04 AM,,,
B512-9246,8:12 AM,,,
B024-1356,6:11 AM,,,
B222-5240,4:49 AM,,,
B360-9320,5:41 AM,,,
B752-8573,4:20 AM,,,
B581-9812,11:49 AM,,,
B931-3453,10:36 AM,,,
B333-1608,4:55 AM,,,
B413-8621,11:23 AM,,,
B339-2647,5:03 AM,,,
B375-1368,4:26 PM,,,
B700-5514,10:21 AM,,,
B858-9905,3:28 AM,,,
B416-7588,4:04 PM,,,
B668-2630,5:05 AM,,,
B233-8311,9:29 AM,,,
B749-5207,1:22 PM,,,
B775-3585,4:39 AM,,,
B559-4189,2:44 AM,,,
B582-7370,11:51 AM,,,
B148-4996,4:48 PM,,,
B477-4928,4:24 AM,,,
B315-1718,4:52 PM,,,
B744-7580,2:13 AM,,,
B916-2857,10:52 AM,,,
B565-6999,2:51 PM,,,
B596-2071,9:26 AM,,,
B781-7296,11:16 AM,,,
B476-5413,9:06 AM,,,
B483-6235,2:29 PM,,,
B839-6191,9:56 AM,,,
B698-5924,3:53 AM,,,
B336-1529,3:44 AM,,,
B247-2779,5:48 AM,,,
B274-7593,10:53 AM,,,
B404-8725,9:01 AM,,,
B975-1438,10:44 AM,,,
B965-5899,10:11 AM,,,
B896-5243,3:08 AM,,,
B261-5425,4:59 AM,,,
B064-9021,8:27 AM,,,
B931-5292,12:42 PM,,,
B634-4366,2:25 PM,,,
B395-9522,4:04 AM,,,
B946-2076,2:24 AM,,,
B649-9052,4:25 PM,,,
B558-2494,11:11 AM,,,
B055-6163,1:18 PM,,,
B447-4026,11:00 AM,,,
B333-4922,2:51 AM,,,
B166-6755,4:41 AM,,,
B881-7716,2:04 AM,,,
B781-1176,4:55 PM,,,
B483-7820,12:15 PM,,,
B205-0035,11:57 AM,,,
B979-3235,2:56 PM,,,
B226-9449,11:27 AM,,,
B677-9313,11:33 AM,,,
B795-9453,12:53 PM,,,
B850-3100,4:10 PM,,,
B373-2723,4:20 PM,,,
B418-7421,3:04 PM,,,
B435-4407,3:00 PM,,,
B452-9025,3:54 AM,,,
B104-1248,9:31 AM,,,
B994-7622,8:25 AM,,,
B252-0212,8:01 AM,,,
B898-2883,1:18 PM,,,
B222-2758,2:57 AM,,,
B873-0566,11:00 AM,,,
B574-8215,4:26 PM,,,
B022-5004,9:43 AM,,,
B836-4531,7:00 AM,,,
B330-8314,3:55 PM,,,
B938-0735,4:51 AM,,,
B133-9324,3:26 AM,,,
B882-5927,9:49 AM,,,
B409-7710,4:51 AM,,,
B524-5381,4:47 AM,,,
B962-4796,12:13 PM,,,
B497-4590,4:18 PM,,,
B800-8150,4:01 AM,,,
B218-9705,2:35 PM,,,
B803-4666,3:11 PM,,,
B403-1925,5:33 AM,,,
B936-2035,10:08 AM,,,
B709-3945,2:55 AM,,,
B777-8957,3:36 PM,,,
B543-2351,2:47 PM,,,
B558-2550,8:44 AM,,,
B707-8511,8:14 AM,,,
B525-2979,11:22 AM,,,
B566-3997,3:13 PM,,,
B410-0539,11:35 AM,,,
B288-5296,2:28 AM,,,
B809-7350,4:58 PM,,,
B985-9404,2:50 PM,,,
B911-4802,4:47 AM,,,
B795-9408,2:23 AM,,,
B141-3160,9:09 AM,,,
B811-8401,9:31 AM,,,
B467-1296,3:57 AM,,,
B191-6925,11:33 AM,,,
B038-4369,5:52 AM,,,
B807-1552,4:05 PM,,,
B539-6203,1:52 PM,,,
B496-6148,12:47 PM,,,
B861-1252,2:08 AM,,,
B544-0223,2:24 PM,,,
B914-5469,3:30 AM,,,
B195-1086,12:14 PM,,,
B674-6659,2:43 PM,,,
B485-1778,2:05 PM,,,
B679-2761,9:16 AM,,,
B529-1950,10:58 AM,,,
B793-6864,10:41 AM,,,
B925-0191,2:13 AM,,,
B531-3354,11:33 AM,,,
